순위	제목	저자	출판사	출간일	판매가	정가	할인율	링크	이미지
498	기계는 어떻게 생각하는가? (리커버판)	숀 게리시	이지스퍼블리싱	2024년 05월	16,200	18,000	10.0	https://www.yes24.com/product/goods/126330334	https://image.yes24.com/goods/126330334/L
499	이모티콘 작가 되기 with 프로크리에이트	박재이	리얼북스	2024년 05월	15,120	16,800	10.0	https://www.yes24.com/product/goods/126202247	https://image.yes24.com/goods/126202247/L
500	챗GPT 프롬프트 120% 질문 기술	ChatGPT 비즈니스 연구회	정보문화사	2024년 04월	13,500	15,000	10.0	https://www.yes24.com/product/goods/126181417	https://image.yes24.com/goods/126181417/L
501	코딩 테스트 합격자 되기 - C++ 편	박경록	골든래빗	2024년 05월	40,500	45,000	10.0	https://www.yes24.com/product/goods/126161512	https://image.yes24.com/goods/126161512/L
502	DSLR&미러리스 사진&영상 촬영백과	김용만	성안당	2024년 04월	34,200	38,000	10.0	https://www.yes24.com/product/goods/126112113	https://image.yes24.com/goods/126112113/L
503	마인크래프트 초보자 가이드 New Edition	Mojang Studio	영진닷컴	2024년 04월	13,500	15,000	10.0	https://www.yes24.com/product/goods/126010839	https://image.yes24.com/goods/126010839/L
504	UX/UI의 10가지 심리학 법칙	존 야블론스키	책만	2024년 04월	16,200	18,000	10.0	https://www.yes24.com/product/goods/125886358	https://image.yes24.com/goods/125886358/L
505	컴퓨터 밑바닥의 비밀	루 샤오펑	길벗	2024년 03월	29,700	33,000	10.0	https://www.yes24.com/product/goods/125299750	https://image.yes24.com/goods/125299750/L
506	생성형 인공지능과 함께하는 사회정서학습	박찬	다빈치books	2024년 03월	19,800	22,000	10.0	https://www.yes24.com/product/goods/125137664	https://image.yes24.com/goods/125137664/L
507	만들면서 배우는 워드프레스	박현우	한빛미디어	2024년 03월	26,100	29,000	10.0	https://www.yes24.com/product/goods/125131637	https://image.yes24.com/goods/125131637/L
508	누구나 따라할 수 있는 기막힌 중국 구매대행 + 수입판매 끝장 매뉴얼	이윤섭	앤써북	2024년 02월	15,930	17,700	10.0	https://www.yes24.com/product/goods/124988756	https://image.yes24.com/goods/124988756/L
509	가상 면접 사례로 배우는 머신러닝 시스템 설계 기초	알리 아미니안	인사이트(insight)	2024년 02월	24,300	27,000	10.0	https://www.yes24.com/product/goods/124939147	https://image.yes24.com/goods/124939147/L
510	수학자와 함께하는 인공지능 수학 with 파이썬	김종락	한빛아카데미	2024년 01월	32,000	32,000	nan	https://www.yes24.com/product/goods/124832401	https://image.yes24.com/goods/124832401/L
511	밑바닥부터 시작하는 딥러닝 4	사이토 고키	한빛미디어	2024년 01월	27,000	30,000	10.0	https://www.yes24.com/product/goods/124640233	https://image.yes24.com/goods/124640233/L
512	Do it! 시뮬레이터+키트로 완성하는 아두이노 입문	박필준	이지스퍼블리싱	2024년 01월	22,950	25,500	10.0	https://www.yes24.com/product/goods/124608984	https://image.yes24.com/goods/124608984/L
513	팅커캐드 3D 디자인&코딩	이상범	REXmedia(렉스미디어)	2024년 01월	12,600	14,000	10.0	https://www.yes24.com/product/goods/124536057	https://image.yes24.com/goods/124536057/L
514	결정적 사건으로 배우는 암호학	윤진	골든래빗	2024년 01월	18,000	20,000	10.0	https://www.yes24.com/product/goods/124213797	https://image.yes24.com/goods/124213797/L
515	가상 면접 사례로 배우는 대규모 시스템 설계 기초 2	알렉스 쉬	인사이트(insight)	2024년 01월	32,400	36,000	10.0	https://www.yes24.com/product/goods/124138645	https://image.yes24.com/goods/124138645/L
516	Do it! 데이터 분석을 위한 판다스 입문	다니엘 첸	이지스퍼블리싱	2023년 11월	22,500	25,000	10.0	https://www.yes24.com/product/goods/123685657	https://image.yes24.com/goods/123685657/L
517	된다! 책 만들기 with 인디자인	김혜린	이지스퍼블리싱	2023년 09월	19,800	22,000	10.0	https://www.yes24.com/product/goods/122560579	https://image.yes24.com/goods/122560579/L
518	문제 해결을 위한 알고리즘 with 수학	요네다 마사타카	위키북스	2023년 09월	37,800	42,000	10.0	https://www.yes24.com/product/goods/122544981	https://image.yes24.com/goods/122544981/L
519	클립 스튜디오 입문 교실	사이도런치	영진닷컴	2023년 09월	20,700	23,000	10.0	https://www.yes24.com/product/goods/122535588	https://image.yes24.com/goods/122535588/L
520	자동화 마케팅 무작정 따라하기	신태순	길벗	2023년 09월	19,800	22,000	10.0	https://www.yes24.com/product/goods/122432412	https://image.yes24.com/goods/122432412/L
521	네이버 키워드 상위노출 비법	조영빈	디지털북스	2023년 09월	18,000	20,000	10.0	https://www.yes24.com/product/goods/122428247	https://image.yes24.com/goods/122428247/L
522	나는 파이썬으로 머신러닝한다 2	장병철	씨마스	2023년 09월	20,700	23,000	10.0	https://www.yes24.com/product/goods/122320508	https://image.yes24.com/goods/122320508/L
523	“OECD 교육 2030” & “2022 개정 교육과정” 미래 교육 나침반	지미정	앤써북	2023년 09월	15,930	17,700	10.0	https://www.yes24.com/product/goods/122168734	https://image.yes24.com/goods/122168734/L
524	가장 쉬운 이모티콘 만들기	정수진	정보문화사	2023년 09월	19,800	22,000	10.0	https://www.yes24.com/product/goods/122141598	https://image.yes24.com/goods/122141598/L
525	개발자와의 협업을 위한 IT 필수 지식	최선신	영진닷컴	2023년 08월	15,300	17,000	10.0	https://www.yes24.com/product/goods/121991923	https://image.yes24.com/goods/121991923/L
526	상상을 실현하는 로블록스 게임 만들기	강태훈	한빛미디어	2023년 08월	19,800	22,000	10.0	https://www.yes24.com/product/goods/121913198	https://image.yes24.com/goods/121913198/L
527	로블록스 타워맵 만들기	노페어(Nofair)	디지털북스	2023년 08월	20,700	23,000	10.0	https://www.yes24.com/product/goods/121567188	https://image.yes24.com/goods/121567188/L
528	사실은 이것도 디자인입니다	김성연(우디)	한빛미디어	2023년 07월	17,100	19,000	10.0	https://www.yes24.com/product/goods/120235845	https://image.yes24.com/goods/120235845/L
529	모던 로보틱스	케빈 M. 린치	에이콘출판사	2023년 05월	45,000	50,000	10.0	https://www.yes24.com/product/goods/118754202	https://image.yes24.com/goods/118754202/L
530	이것이 C#이다	박상현	한빛미디어	2023년 05월	32,400	36,000	10.0	https://www.yes24.com/product/goods/118685906	https://image.yes24.com/goods/118685906/L
531	파이썬 라이브러리를 활용한 데이터 분석	웨스 맥키니	한빛미디어	2023년 05월	35,100	39,000	10.0	https://www.yes24.com/product/goods/118523424	https://image.yes24.com/goods/118523424/L
532	마인크래프트 놀라운 발명품 만들기	Mojang Studio	영진닷컴	2023년 04월	14,400	16,000	10.0	https://www.yes24.com/product/goods/118279214	https://image.yes24.com/goods/118279214/L
533	진짜 쓰는 일러스트레이터	서영열	제이펍	2023년 02월	21,600	24,000	10.0	https://www.yes24.com/product/goods/117083178	https://image.yes24.com/goods/117083178/L
534	HTML5 + CSS3 + JavaScript로 배우는 웹프로그래밍 기초	천인국	인피니티북스	2023년 01월	33,000	33,000	nan	https://www.yes24.com/product/goods/116981971	https://image.yes24.com/goods/116981971/L
535	혼자 공부하는 데이터 분석 with 파이썬	박해선	한빛미디어	2023년 01월	23,400	26,000	10.0	https://www.yes24.com/product/goods/116253011	https://image.yes24.com/goods/116253011/L
536	라즈베리파이 피코, 마이크로파이썬을 만나다	허경용	제이펍	2022년 12월	22,500	25,000	10.0	https://www.yes24.com/product/goods/115817548	https://image.yes24.com/goods/115817548/L
537	트랜스포머를 활용한 자연어 처리	루이스 턴스톨	한빛미디어	2022년 11월	35,100	39,000	10.0	https://www.yes24.com/product/goods/115633781	https://image.yes24.com/goods/115633781/L
538	한눈에 보이는 블록체인 그림책	한선관	성안당	2022년 11월	20,700	23,000	10.0	https://www.yes24.com/product/goods/115302902	https://image.yes24.com/goods/115302902/L
539	로블록스 루아 프로그래밍 첫 발자국 떼기	ROBLOX	에이콘출판사	2022년 11월	31,500	35,000	10.0	https://www.yes24.com/product/goods/115221981	https://image.yes24.com/goods/115221981/L
540	Do it! 자료구조와 함께 배우는 알고리즘 입문 C 언어 편 (전면 개정판)	시바타 보요	이지스퍼블리싱	2022년 10월	21,600	24,000	10.0	https://www.yes24.com/product/goods/114998692	https://image.yes24.com/goods/114998692/L
541	Do it! C# 프로그래밍 입문	박필준	이지스퍼블리싱	2022년 10월	18,000	20,000	10.0	https://www.yes24.com/product/goods/114331473	https://image.yes24.com/goods/114331473/L
542	초등학생을 위한 인공지능 지식 76	김영현	길벗	2022년 10월	14,400	16,000	10.0	https://www.yes24.com/product/goods/114292905	https://image.yes24.com/goods/114292905/L
543	양자계산과 양자정보	마이클 닐슨	에이콘출판사	2022년 10월	62,100	69,000	10.0	https://www.yes24.com/product/goods/113451876	https://image.yes24.com/goods/113451876/L
544	누구나 할 수 있는 유니티 2D 게임 제작	STUDIO SHIN	제이펍	2022년 10월	26,100	29,000	10.0	https://www.yes24.com/product/goods/112941439	https://image.yes24.com/goods/112941439/L
545	인공지능과 뇌는 어떻게 생각하는가	이상완	솔	2022년 09월	19,800	22,000	10.0	https://www.yes24.com/product/goods/112250573	https://image.yes24.com/goods/112250573/L
546	현업 기획자 마이즈가 알려주는 게임 기획 스쿨	김현석	초록비책공방	2022년 08월	21,600	24,000	10.0	https://www.yes24.com/product/goods/112207284	https://image.yes24.com/goods/112207284/L
547	이것이 자료구조+알고리즘이다 with C 언어	박상현	한빛미디어	2022년 08월	30,600	34,000	10.0	https://www.yes24.com/product/goods/111362116	https://image.yes24.com/goods/111362116/L
548	디지털 일러스트 무기 아이디어 사전	사이도런치	한스미디어	2022년 07월	16,200	18,000	10.0	https://www.yes24.com/product/goods/111085305	https://image.yes24.com/goods/111085305/L
549	모두의 깃&깃허브	강민철	길벗	2022년 07월	18,000	20,000	10.0	https://www.yes24.com/product/goods/110795446	https://image.yes24.com/goods/110795446/L
550	혼자 해도 프로 작가처럼 잘 그리는 아이패드 드로잉 with 프로크리에이트	박정아	한빛미디어	2022년 06월	19,800	22,000	10.0	https://www.yes24.com/product/goods/110226564	https://image.yes24.com/goods/110226564/L
551	나는 파이썬으로 머신러닝한다 1	최정원	씨마스	2022년 06월	19,800	22,000	10.0	https://www.yes24.com/product/goods/109838545	https://image.yes24.com/goods/109838545/L
552	무조건 돈 버는 카카오 이모티콘 만들기	김나무	중앙북스(books)	2022년 06월	15,750	17,500	10.0	https://www.yes24.com/product/goods/109780095	https://image.yes24.com/goods/109780095/L
553	자동차 인터페이스 디자인	박수레	책만	2022년 05월	15,120	16,800	10.0	https://www.yes24.com/product/goods/109590932	https://image.yes24.com/goods/109590932/L
554	직장인을 위한 실무 구글 스프레드시트	진은영	길벗	2022년 05월	20,700	23,000	10.0	https://www.yes24.com/product/goods/109346804	https://image.yes24.com/goods/109346804/L
555	로블록스 개발 첫 발자국 떼기	ROBLOX	에이콘출판사	2022년 05월	31,500	35,000	10.0	https://www.yes24.com/product/goods/109304306	https://image.yes24.com/goods/109304306/L
556	Do it! 점프 투 파이썬 라이브러리 예제 편	박응용	이지스퍼블리싱	2022년 05월	23,400	26,000	10.0	https://www.yes24.com/product/goods/109209932	https://image.yes24.com/goods/109209932/L
557	실무자를 위한 그래프 데이터 활용법	데니즈 고즈넬	한빛미디어	2022년 05월	33,300	37,000	10.0	https://www.yes24.com/product/goods/109182582	https://image.yes24.com/goods/109182582/L
558	Do it! 쉽게 배우는 파이썬 데이터 분석	김영우	이지스퍼블리싱	2022년 05월	20,700	23,000	10.0	https://www.yes24.com/product/goods/108947478	https://image.yes24.com/goods/108947478/L
559	알기 쉬운 조명 교과서	김대욱	에이콘출판사	2022년 03월	19,000	20,000	5.0	https://www.yes24.com/product/goods/108390912	https://image.yes24.com/goods/108390912/L
560	솔리드웍스 50시간 완성 (모델링편)	신동진	피앤피북	2022년 03월	18,000	20,000	10.0	https://www.yes24.com/product/goods/108249673	https://image.yes24.com/goods/108249673/L
561	헤드 퍼스트 디자인 패턴	에릭 프리먼	한빛미디어	2022년 03월	32,400	36,000	10.0	https://www.yes24.com/product/goods/108192370	https://image.yes24.com/goods/108192370/L
562	아티스트를 위한 유니티 URP 셰이더 입문	이상원	비엘북스	2022년 02월	30,600	34,000	10.0	https://www.yes24.com/product/goods/107460011	https://image.yes24.com/goods/107460011/L
563	스타트 파이썬	황재호	인포앤북	2022년 02월	18,900	21,000	10.0	https://www.yes24.com/product/goods/107445081	https://image.yes24.com/goods/107445081/L
564	이득우의 게임 수학	이득우	책만	2022년 02월	40,500	45,000	10.0	https://www.yes24.com/product/goods/107025224	https://image.yes24.com/goods/107025224/L
565	하나씩 천천히, 디지털 드로잉	서은숙	혜지원	2022년 02월	15,300	17,000	10.0	https://www.yes24.com/product/goods/106729376	https://image.yes24.com/goods/106729376/L
566	나도 한다! 아이패드로 시작하는 만화 그리기 with 클립스튜디오	아오키 도시나오	므큐	2022년 01월	16,200	18,000	10.0	https://www.yes24.com/product/goods/106336380	https://image.yes24.com/goods/106336380/L
567	혼자 공부하는 R 데이터 분석	강전희	한빛미디어	2022년 01월	19,800	22,000	10.0	https://www.yes24.com/product/goods/106175850	https://image.yes24.com/goods/106175850/L
568	컴퓨팅 사고력을 키우는 이산수학	박주미	한빛아카데미	2021년 12월	29,000	29,000	nan	https://www.yes24.com/product/goods/106009846	https://image.yes24.com/goods/106009846/L
569	CDT 코딩창의개발능력 3급 엔트리	해람북스 기획팀	해람북스	2022년 01월	14,400	16,000	10.0	https://www.yes24.com/product/goods/105776648	https://image.yes24.com/goods/105776648/L
570	된다! 깨비의 DSLR & 미러리스 사진 수업	박기덕	이지스퍼블리싱	2022년 01월	16,200	18,000	10.0	https://www.yes24.com/product/goods/105775606	https://image.yes24.com/goods/105775606/L
571	당당한 디자인 결정을 위한 9가지 방법	톰 그리버	한빛미디어	2021년 12월	19,800	22,000	10.0	https://www.yes24.com/product/goods/105402509	https://image.yes24.com/goods/105402509/L
572	픽셀아트 배경 그리는 법	APO+	AK(에이케이 커뮤니케이션즈)	2021년 11월	25,200	28,000	10.0	https://www.yes24.com/product/goods/105040586	https://image.yes24.com/goods/105040586/L
573	따라하며 배우는! 퓨전 Fusion 360 입문	김혜숙	한국ATC센터	2021년 11월	24,300	27,000	10.0	https://www.yes24.com/product/goods/105016912	https://image.yes24.com/goods/105016912/L
574	인벤터 50시간 완성 (조립·도면편)	신동진	피앤피북	2022년 01월	18,000	20,000	10.0	https://www.yes24.com/product/goods/104739807	https://image.yes24.com/goods/104739807/L
575	Do it! 인터랙티브 웹 페이지 만들기	최성일	이지스퍼블리싱	2021년 08월	25,200	28,000	10.0	https://www.yes24.com/product/goods/103401495	https://image.yes24.com/goods/103401495/L
576	모두의 마이크로비트	아이씨뱅큐	길벗	2021년 04월	19,800	22,000	10.0	https://www.yes24.com/product/goods/99481725	https://image.yes24.com/goods/99481725/L
577	아두이노 자율주행 RC카 만들고 직접 코딩하기 [완전 개정판]	서민우	앤써북	2020년 12월	18,000	20,000	10.0	https://www.yes24.com/product/goods/96404321	https://image.yes24.com/goods/96404321/L
578	밑바닥부터 시작하는 딥러닝 3	사이토 고키	한빛미디어	2020년 11월	34,200	38,000	10.0	https://www.yes24.com/product/goods/95343845	https://image.yes24.com/goods/95343845/L
579	실무에 바로 쓰는 일잘러의 보고서 작성법	김마라	제이펍	2020년 11월	16,200	18,000	10.0	https://www.yes24.com/product/goods/95162490	https://image.yes24.com/goods/95162490/L
580	양자 컴퓨터 원리와 수학적 기초	크리스 베른하트	에이콘출판사	2020년 08월	22,500	25,000	10.0	https://www.yes24.com/product/goods/91887223	https://image.yes24.com/goods/91887223/L
581	딥러닝을 위한 선형대수학	길버트 스트랭	한빛아카데미	2020년 08월	34,200	38,000	10.0	https://www.yes24.com/product/goods/91574113	https://image.yes24.com/goods/91574113/L
582	Do it! 자료구조와 함께 배우는 알고리즘 입문 : 파이썬 편	시바타 보요	이지스퍼블리싱	2020년 07월	19,800	22,000	10.0	https://www.yes24.com/product/goods/91219874	https://image.yes24.com/goods/91219874/L
583	SQL 전문가 가이드	한국데이터산업진흥원	한국데이터산업진흥원	2021년 03월	50,000	50,000	nan	https://www.yes24.com/product/goods/90613346	https://image.yes24.com/goods/90613346/L
584	디지털 리터러시 교실	박일준	북스토리	2020년 04월	18,000	20,000	10.0	https://www.yes24.com/product/goods/89941517	https://image.yes24.com/goods/89941517/L
585	세럼 사운드 디자인 비법	김경윤	위키북스	2020년 04월	25,200	28,000	10.0	https://www.yes24.com/product/goods/89849924	https://image.yes24.com/goods/89849924/L
586	단단한 강화학습	리처드 서튼	제이펍	2020년 03월	31,500	35,000	10.0	https://www.yes24.com/product/goods/89605439	https://image.yes24.com/goods/89605439/L
587	엑셀 기초	(주)지아이에듀테크	아이콕스(iCox)	2020년 01월	9,900	11,000	10.0	https://www.yes24.com/product/goods/86006680	https://image.yes24.com/goods/86006680/L
588	한권으로 파이썬 데이터 사이언스 입문 AtoZ	문성혁	잇플ITPLE	2020년 01월	26,100	29,000	10.0	https://www.yes24.com/product/goods/85477574	https://image.yes24.com/goods/85477574/L
589	임베디드 OS 개발 프로젝트	이만우	인사이트(insight)	2019년 12월	21,600	24,000	10.0	https://www.yes24.com/product/goods/84909414	https://image.yes24.com/goods/84909414/L
590	된다! 파워포인트 실무의 신	김지훈	이지스퍼블리싱	2019년 12월	17,550	19,500	10.0	https://www.yes24.com/product/goods/84645870	https://image.yes24.com/goods/84645870/L
591	다시 미분 적분	나가노 히로유키	길벗	2019년 07월	16,200	18,000	10.0	https://www.yes24.com/product/goods/77126121	https://image.yes24.com/goods/77126121/L
592	오브젝트	조영호	위키북스	2019년 06월	34,200	38,000	10.0	https://www.yes24.com/product/goods/74219491	https://image.yes24.com/goods/74219491/L
593	서브스턴스 페인터 시작하기	이경민	비엘북스	2019년 05월	31,500	35,000	10.0	https://www.yes24.com/product/goods/73043556	https://image.yes24.com/goods/73043556/L
594	프로그래머, 수학으로 생각하라	유키 히로시	프리렉	2018년 07월	18,000	20,000	10.0	https://www.yes24.com/product/goods/61791203	https://image.yes24.com/goods/61791203/L
595	전자공학 만능 레시피	사이먼 몽크	인사이트(insight)	2018년 06월	28,800	32,000	10.0	https://www.yes24.com/product/goods/61388749	https://image.yes24.com/goods/61388749/L
596	알고리즘으로 배우는 인공지능, 머신러닝, 딥러닝 입문	김의중	위키북스	2016년 07월	24,300	27,000	10.0	https://www.yes24.com/product/goods/29229139	https://image.yes24.com/goods/29229139/L
597	게임 프로그래밍 패턴	로버트 나이스트롬	한빛미디어	2016년 06월	31,500	35,000	10.0	https://www.yes24.com/product/goods/27767709	https://image.yes24.com/goods/27767709/L
598	게임 프로그래머로 산다는 것	김성완	로드북	2016년 03월	14,400	16,000	10.0	https://www.yes24.com/product/goods/24767236	https://image.yes24.com/goods/24767236/L
599	C 언어 프로그래밍	Brian W. Kernighan	휴먼싸이언스	2016년 02월	25,000	25,000	nan	https://www.yes24.com/product/goods/24348676	https://image.yes24.com/goods/24348676/L
600	컴퓨터 프로그램의 구조와 해석	해럴드 애빌슨	인사이트(insight)	2016년 01월	38,700	43,000	10.0	https://www.yes24.com/product/goods/23951885	https://image.yes24.com/goods/23951885/L
601	Effective C++ 이펙티브 C++	스콧 마이어스	프로텍미디어	2015년 03월	26,000	26,000	nan	https://www.yes24.com/product/goods/17525589	https://image.yes24.com/goods/17525589/L
602	린 분석	앨리스테어 크롤	한빛미디어	2014년 01월	25,200	28,000	10.0	https://www.yes24.com/product/goods/11775117	https://image.yes24.com/goods/11775117/L
603	패턴 랭귀지	크리스토퍼 알렉산더	인사이트(insight)	2013년 07월	36,000	40,000	10.0	https://www.yes24.com/product/goods/9027376	https://image.yes24.com/goods/9027376/L
604	신나고 재미있는 타자연습장	웰북교재연구회	웰북	2013년 02월	6,300	7,000	10.0	https://www.yes24.com/product/goods/8450055	https://image.yes24.com/goods/8450055/L
605	좋아 보이는 것들의 비밀 Good Design 굿 디자인	최경원	길벗	2012년 03월	19,800	22,000	10.0	https://www.yes24.com/product/goods/6430831	https://image.yes24.com/goods/6430831/L
606	개발자도 알아야할 소프트웨어 테스팅 실무	권원일	STA(소프트웨어테스팅연구소)	2010년 09월	26,600	28,000	5.0	https://www.yes24.com/product/goods/4246457	https://image.yes24.com/goods/4246457/L
607	데이타베이스 시스템	이석호	정익사	2014년 08월	34,200	36,000	5.0	https://www.yes24.com/product/goods/3423280	https://image.yes24.com/goods/3423280/L
608	AI 이해력	박민경	로드북	2026년 05월	22,500	25,000	10.0	https://www.yes24.com/product/goods/189829859	https://image.yes24.com/goods/189829859/L
609	AI와 화학제품 독성 예측	서명원	커뮤니케이션북스	2026년 07월	12,000	12,000	nan	https://www.yes24.com/product/goods/192695534	https://image.yes24.com/goods/192695534/L
610	AI 에이전트와 애플리케이션	로베르토 인판테	에이콘출판사	2026년 06월	36,000	40,000	10.0	https://www.yes24.com/product/goods/192038123	https://image.yes24.com/goods/192038123/L
611	누구나 이해하는 클라우드 인프라 지식 사전	바바 도시아키	한빛미디어	2026년 06월	29,700	33,000	10.0	https://www.yes24.com/product/goods/191818663	https://image.yes24.com/goods/191818663/L
612	LUVIT♥ EPL과 유튜브 데이터로 배우는 DuckDB	이기준	제이펍	2026년 06월	27,000	30,000	10.0	https://www.yes24.com/product/goods/191697558	https://image.yes24.com/goods/191697558/L
613	하루 30분, 나는 제미나이로 돈을 번다	김민규	한빛미디어	2026년 03월	17,100	19,000	10.0	https://www.yes24.com/product/goods/182256559	https://image.yes24.com/goods/182256559/L
614	로봇, 그리고 로봇을 사랑하는 사람들	이브 헤롤드	현암사	2026년 03월	18,000	20,000	10.0	https://www.yes24.com/product/goods/181123366	https://image.yes24.com/goods/181123366/L
615	코딩으로 피어나는 스마트팜 with 인공지능	표정완	딩코랩	2026년 02월	20,900	22,000	5.0	https://www.yes24.com/product/goods/179606150	https://image.yes24.com/goods/179606150/L
616	멘토시리즈 진짜 포토샵+with AI	코리아교육그룹 연구소	코리아교육그룹	2026년 01월	25,200	28,000	10.0	https://www.yes24.com/product/goods/178728857	https://image.yes24.com/goods/178728857/L
617	라즈베리파이로 만드는 인공지능과 사물인터넷	장문철	먼슬리북스	2026년 03월	20,250	22,500	10.0	https://www.yes24.com/product/goods/173202173	https://image.yes24.com/goods/173202173/L
618	ChatGPT와 아두이노로 만드는 AI 음성비서	장문철	먼슬리북스	2026년 01월	17,550	19,500	10.0	https://www.yes24.com/product/goods/173200410	https://image.yes24.com/goods/173200410/L
619	노션 템플릿 상점	Rei	길벗	2025년 07월	19,800	22,000	10.0	https://www.yes24.com/product/goods/148562901	https://image.yes24.com/goods/148562901/L
620	이게 되네? 챗GPT 미친 기획 X 마케팅 59제	이나현	골든래빗	2025년 06월	23,400	26,000	10.0	https://www.yes24.com/product/goods/146492205	https://image.yes24.com/goods/146492205/L
621	나는 해외구매대행으로 한 달에 월급을 두 번 받는다	제노	위키북스	2024년 11월	21,600	24,000	10.0	https://www.yes24.com/product/goods/136883319	https://image.yes24.com/goods/136883319/L
622	대치동 엄마들도 모르는 AI 활용법 2	이종구	디지털콘텐츠그룹	2026년 07월	24,300	27,000	10.0	https://www.yes24.com/product/goods/193689833	https://image.yes24.com/goods/193689833/L
623	대치동 엄마들도 모르는 AI 활용법 1	박찬두	디지털콘텐츠그룹	2026년 07월	19,800	22,000	10.0	https://www.yes24.com/product/goods/193689689	https://image.yes24.com/goods/193689689/L
624	나는 AI 에이전트 팀과 일한다	박현아	제이펍	2026년 07월	23,400	26,000	10.0	https://www.yes24.com/product/goods/193592364	https://image.yes24.com/goods/193592364/L
625	AI와 라이프 아크 (큰글자책)	노유진	커뮤니케이션북스	2026년 07월	25,000	25,000	nan	https://www.yes24.com/product/goods/193448341	https://image.yes24.com/goods/193448341/L
626	AI 창업 퍼실리테이터 (큰글자책)	이명관	커뮤니케이션북스	2026년 07월	25,000	25,000	nan	https://www.yes24.com/product/goods/193448339	https://image.yes24.com/goods/193448339/L
627	AI 리터러시 수업	배장섭	어가	2026년 07월	20,000	20,000	nan	https://www.yes24.com/product/goods/193072404	https://image.yes24.com/goods/193072404/L
628	AI 시대의 재난 현장 (큰글자책)	이대호	커뮤니케이션북스	2026년 07월	25,000	25,000	nan	https://www.yes24.com/product/goods/193061798	https://image.yes24.com/goods/193061798/L
629	AI와 사회정서학습	최철웅	커뮤니케이션북스	2026년 07월	12,000	12,000	nan	https://www.yes24.com/product/goods/193051840	https://image.yes24.com/goods/193051840/L
630	인간지능 : AI의 협업과 소버린 AI	이헌구	커뮤니케이션북스	2026년 07월	12,000	12,000	nan	https://www.yes24.com/product/goods/193051838	https://image.yes24.com/goods/193051838/L
631	2026 챗GPT 업무 활용 마스터	강승우	삼일인포마인	2026년 07월	20,000	20,000	nan	https://www.yes24.com/product/goods/193050142	https://image.yes24.com/goods/193050142/L
632	AI 에이전트로 만드는 멀티미디어 전자책	황원판	BOOKK(부크크)	2026년 06월	34,000	34,000	nan	https://www.yes24.com/product/goods/192978021	https://image.yes24.com/goods/192978021/L
633	AI 시대, 방송콘텐츠 교육	박민서	커뮤니케이션북스	2026년 07월	12,000	12,000	nan	https://www.yes24.com/product/goods/192871544	https://image.yes24.com/goods/192871544/L
634	우분투 리눅스	이종원	한빛아카데미	2026년 06월	35,000	35,000	nan	https://www.yes24.com/product/goods/192735146	https://image.yes24.com/goods/192735146/L
635	AI도 모르는 글쓰기: 초안을 완성으로 바꾸는 AI 협업 글쓰기	정나래	한빛미디어	2026년 06월	19,800	22,000	10.0	https://www.yes24.com/product/goods/192630667	https://image.yes24.com/goods/192630667/L
636	유아 놀이와 AI 교육	최수연	커뮤니케이션북스	2026년 06월	12,000	12,000	nan	https://www.yes24.com/product/goods/192557879	https://image.yes24.com/goods/192557879/L
637	목회사역 AI 프롬프트 모음집	이희준	BOOKK(부크크)	2026년 06월	18,000	18,000	nan	https://www.yes24.com/product/goods/192498869	https://image.yes24.com/goods/192498869/L
638	윈도우 포렌식 수사	이승무	(주)박영사	2026년 06월	42,000	42,000	nan	https://www.yes24.com/product/goods/192491769	https://image.yes24.com/goods/192491769/L
639	디지털 혁신을 이끄는 정보화전략계획 (ISP)	이장영	좋은땅	2026년 06월	58,500	65,000	10.0	https://www.yes24.com/product/goods/192470749	https://image.yes24.com/goods/192470749/L
640	문구의 세계	문구 제조사 노우토,  타카기 요시노리	영진닷컴	2026년 06월	18,000	20,000	10.0	https://www.yes24.com/product/goods/192300987	https://image.yes24.com/goods/192300987/L
641	챗GPT와 제미나이 그리고 AI 숏폼 동영상 제작과 활용법의 인공지능 입문 실무 업무 자동화 왕초보 입문 3종 패키지	액션미디어 편집부	액션미디어	2026년 06월	49,800	49,800	nan	https://www.yes24.com/product/goods/192207269	https://image.yes24.com/goods/192207269/L
642	공간 컴퓨팅: XR 인터랙션 디자인	박동윤	에이콘출판사	2026년 06월	30,600	34,000	10.0	https://www.yes24.com/product/goods/192123866	https://image.yes24.com/goods/192123866/L
643	중소기업의 AI 활용 실무	배용일	BOOKK(부크크)	2026년 06월	24,000	24,000	nan	https://www.yes24.com/product/goods/192090565	https://image.yes24.com/goods/192090565/L
644	비전공자를 위한 클라우드 컴퓨팅	백지석	BOOKK(부크크)	2026년 06월	21,000	21,000	nan	https://www.yes24.com/product/goods/192090475	https://image.yes24.com/goods/192090475/L
645	디자이너를 위한 AI 디자인 크리에이티브 아트워크	정승용	제이펍	2026년 06월	22,500	25,000	10.0	https://www.yes24.com/product/goods/192021270	https://image.yes24.com/goods/192021270/L
646	스마트폰 완벽 가이드 (2026최신판)	최신만	디지털콘텐츠그룹	2026년 06월	18,000	20,000	10.0	https://www.yes24.com/product/goods/191937826	https://image.yes24.com/goods/191937826/L
647	지방의정 AI로 혁신하라	원성묵	새빛	2026년 06월	18,000	20,000	10.0	https://www.yes24.com/product/goods/191890613	https://image.yes24.com/goods/191890613/L
