순위	제목	저자	출판사	출간일	판매가	정가	할인율	링크	이미지
648	AX 에이전트 경영	황영오	미디어북	2026년 05월	24,000	24,000	nan	https://www.yes24.com/product/goods/191852992	https://image.yes24.com/goods/191852992/L
649	AI와 기독교 교육	이성아	커뮤니케이션북스	2026년 06월	12,000	12,000	nan	https://www.yes24.com/product/goods/191547374	https://image.yes24.com/goods/191547374/L
650	AI를 길들이는 법	장의웅	BOOKK(부크크)	2026년 06월	17,300	17,300	nan	https://www.yes24.com/product/goods/191543351	https://image.yes24.com/goods/191543351/L
651	처음이지만 프로처럼 쓰는 n8n	곽지호(단테)	디지털북스	2026년 06월	29,700	33,000	10.0	https://www.yes24.com/product/goods/191534262	https://image.yes24.com/goods/191534262/L
652	스마트폰으로 배우는 챗GPT & 생성형 AI	안은진	아티오	2026년 06월	13,500	15,000	10.0	https://www.yes24.com/product/goods/191303626	https://image.yes24.com/goods/191303626/L
653	여보! 코딩은 바이브야!	김응	BOOKK(부크크)	2026년 06월	19,500	19,500	nan	https://www.yes24.com/product/goods/191021061	https://image.yes24.com/goods/191021061/L
654	예제가 가득한 챗GPT with 클로드 길라잡이	이승우	정보문화사	2026년 06월	15,120	16,800	10.0	https://www.yes24.com/product/goods/190877794	https://image.yes24.com/goods/190877794/L
655	얄팍한 AI 지식 쌓기	김도균	ADK FIRST	2026년 05월	15,120	16,800	10.0	https://www.yes24.com/product/goods/190446025	https://image.yes24.com/goods/190446025/L
656	청소년을 위한 바로 써먹는 필수 AI 활용법	김환	알파에듀	2026년 06월	15,120	16,800	10.0	https://www.yes24.com/product/goods/190365713	https://image.yes24.com/goods/190365713/L
657	초보도 바로 되는 AI 콘텐츠	이도혜	미디어북	2026년 05월	20,000	20,000	nan	https://www.yes24.com/product/goods/190278099	https://image.yes24.com/goods/190278099/L
658	디지털 금융 보안과 데이터 거버넌스	이기혁	진한엠앤비	2026년 06월	23,750	25,000	5.0	https://www.yes24.com/product/goods/190274645	https://image.yes24.com/goods/190274645/L
659	실전 50개 프로젝트로 배우는 바이브 코딩	김선철	BOOKK(부크크)	2026년 05월	26,600	26,600	nan	https://www.yes24.com/product/goods/190271690	https://image.yes24.com/goods/190271690/L
660	스마트한 시니어를 위한 엑셀과 파워포인트 흑백판	차혜원	BOOKK(부크크)	2026년 05월	20,000	20,000	nan	https://www.yes24.com/product/goods/190271633	https://image.yes24.com/goods/190271633/L
661	AI와 과학관	손성근	커뮤니케이션북스	2026년 05월	12,000	12,000	nan	https://www.yes24.com/product/goods/190210830	https://image.yes24.com/goods/190210830/L
662	크리에이터 김연지의 돈 되는 AI 콘텐츠 설계	김연지	한빛비즈	2026년 05월	18,000	20,000	10.0	https://www.yes24.com/product/goods/189850864	https://image.yes24.com/goods/189850864/L
663	AI를 이기는 개발자 커리어 관리 가이드	강승현	제이펍	2026년 06월	21,600	24,000	10.0	https://www.yes24.com/product/goods/189821967	https://image.yes24.com/goods/189821967/L
664	AI로 나만의 3D 애니메이션 만들기	김희령	로드북	2026년 05월	24,300	27,000	10.0	https://www.yes24.com/product/goods/189522258	https://image.yes24.com/goods/189522258/L
665	비전공자를 위한 네트워크 기초	백지석	BOOKK(부크크)	2026년 05월	20,000	20,000	nan	https://www.yes24.com/product/goods/189439422	https://image.yes24.com/goods/189439422/L
666	하나면 다 된다 제미나이	앤미디어	성안당	2026년 05월	20,700	23,000	10.0	https://www.yes24.com/product/goods/189438793	https://image.yes24.com/goods/189438793/L
667	데이터 분석 오답 노트	주정민	영진닷컴	2026년 05월	22,500	25,000	10.0	https://www.yes24.com/product/goods/189238126	https://image.yes24.com/goods/189238126/L
668	나는 왜 개발자 말이 어려울까?	이프로	경이로움	2026년 05월	19,800	22,000	10.0	https://www.yes24.com/product/goods/189212974	https://image.yes24.com/goods/189212974/L
669	매출을 만드는 데이터 분석 with 챗GPT	조선미	길벗	2026년 05월	28,800	32,000	10.0	https://www.yes24.com/product/goods/189045142	https://image.yes24.com/goods/189045142/L
670	AI, 글쓰기, 저작권	정지우	마름모	2026년 05월	10,800	12,000	10.0	https://www.yes24.com/product/goods/189007418	https://image.yes24.com/goods/189007418/L
671	코어 스테이블코인	박재현	한빛미디어	2026년 05월	21,600	24,000	10.0	https://www.yes24.com/product/goods/188906223	https://image.yes24.com/goods/188906223/L
672	LangGraph로 만드는 AI 에이전트 서비스	전상우	성안당	2026년 05월	26,100	29,000	10.0	https://www.yes24.com/product/goods/188880177	https://image.yes24.com/goods/188880177/L
673	AI디톡스	정강재	BOOKK(부크크)	2026년 04월	21,600	21,600	nan	https://www.yes24.com/product/goods/188831261	https://image.yes24.com/goods/188831261/L
674	내 손안에 일상이 되는 ChatGPT&Gemini	김아진	예문랩	2026년 05월	13,500	15,000	10.0	https://www.yes24.com/product/goods/188601208	https://image.yes24.com/goods/188601208/L
675	그림으로 배우는 리눅스	카와노 고토부키	영진닷컴	2026년 05월	18,000	20,000	10.0	https://www.yes24.com/product/goods/188270269	https://image.yes24.com/goods/188270269/L
676	클린 아키텍처 with 파이썬	샘 킨	한빛미디어	2026년 04월	29,700	33,000	10.0	https://www.yes24.com/product/goods/188253761	https://image.yes24.com/goods/188253761/L
677	AI와 청소년 윤리 교육	고정아	커뮤니케이션북스	2026년 04월	12,000	12,000	nan	https://www.yes24.com/product/goods/187927604	https://image.yes24.com/goods/187927604/L
678	Access(액세스) VBA 길잡이	김중광	다솜출판사	2024년 04월	26,100	29,000	10.0	https://www.yes24.com/product/goods/187593533	https://image.yes24.com/goods/187593533/L
679	STATA를 활용한 정책평가	우석진	지필출판사(지필미디어)	2026년 04월	34,000	34,000	nan	https://www.yes24.com/product/goods/187309716	https://image.yes24.com/goods/187309716/L
680	다시 찾는 디지털 서비스를 만드는 8가지 법칙	권혜민	제이펍	2026년 04월	18,000	20,000	10.0	https://www.yes24.com/product/goods/187307360	https://image.yes24.com/goods/187307360/L
681	피지컬 AI와 에이전틱 AI가 바꾸는 미래	권오형	미디어북	2026년 04월	20,000	20,000	nan	https://www.yes24.com/product/goods/187050404	https://image.yes24.com/goods/187050404/L
682	바이브 코딩 항해일지	동준상	에이콘출판사	2026년 04월	25,200	28,000	10.0	https://www.yes24.com/product/goods/186936120	https://image.yes24.com/goods/186936120/L
683	7일 단기 완성 해킹 입문	노미조 노미조	제이펍	2026년 04월	25,200	28,000	10.0	https://www.yes24.com/product/goods/186686870	https://image.yes24.com/goods/186686870/L
684	제미나이(Gemini) 재미나게 활용하기	강신진	BOOKK(부크크)	2026년 04월	18,300	18,300	nan	https://www.yes24.com/product/goods/186675967	https://image.yes24.com/goods/186675967/L
685	AI시대, 스토리텔링의 재탄생	김태원	파람북	2026년 04월	17,100	19,000	10.0	https://www.yes24.com/product/goods/186141317	https://image.yes24.com/goods/186141317/L
686	코지마 히데오의 게임론	브라이언 히카리 하츠하임	AK(에이케이 커뮤니케이션즈)	2026년 04월	20,710	21,800	5.0	https://www.yes24.com/product/goods/185767661	https://image.yes24.com/goods/185767661/L
687	그냥 따라하다 배우는, 나노바나나 100선	이재용	비엘북스	2026년 04월	19,800	22,000	10.0	https://www.yes24.com/product/goods/185721925	https://image.yes24.com/goods/185721925/L
688	혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 미리캔버스	김태훈	한빛미디어	2026년 04월	20,700	23,000	10.0	https://www.yes24.com/product/goods/185639310	https://image.yes24.com/goods/185639310/L
689	프롬프트 지옥에서 탈출하는 Claude Code 개발 자동화 시스템	박현일	BOOKK(부크크)	2026년 03월	37,000	37,000	nan	https://www.yes24.com/product/goods/185523191	https://image.yes24.com/goods/185523191/L
690	콘텐츠 디자인 with 나노 바나나	홍순성	한빛미디어	2026년 04월	25,200	28,000	10.0	https://www.yes24.com/product/goods/185472118	https://image.yes24.com/goods/185472118/L
691	입상 교사만 아는 아무도 말해주지 않은 디지털교육연구대회 1등급의 비밀	강인성	앤써북	2026년 04월	15,120	16,800	10.0	https://www.yes24.com/product/goods/184642019	https://image.yes24.com/goods/184642019/L
692	Play! SOLIDWORKS 솔리드웍스 2026 Master	원동현	청담북스	2026년 03월	33,250	35,000	5.0	https://www.yes24.com/product/goods/184510723	https://image.yes24.com/goods/184510723/L
693	투닝	김은지	문화출판더하다	2026년 03월	19,800	22,000	10.0	https://www.yes24.com/product/goods/184510719	https://image.yes24.com/goods/184510719/L
694	예제가 가득한 제미나이 길라잡이	이승우	정보문화사	2026년 04월	15,120	16,800	10.0	https://www.yes24.com/product/goods/184402617	https://image.yes24.com/goods/184402617/L
695	랭체인으로 구현하는 AI 서비스 & 에이전트 개발 입문	ML_Bear	영진닷컴	2026년 04월	25,200	28,000	10.0	https://www.yes24.com/product/goods/184272211	https://image.yes24.com/goods/184272211/L
696	스프링 부트 4 개발자 되기 + AI : 자바 편	신선영	골든래빗	2026년 04월	30,600	34,000	10.0	https://www.yes24.com/product/goods/183794163	https://image.yes24.com/goods/183794163/L
697	모두를 위한 진짜 쎈 바이브 코딩 with 인스타그램 클론 코딩	전병우	리코멘드	2026년 04월	25,200	28,000	10.0	https://www.yes24.com/product/goods/183754093	https://image.yes24.com/goods/183754093/L
698	누구나 쉽게 배우는 영상 편집 with 캡컷 PC 버전	김수진	아티오	2026년 04월	12,600	14,000	10.0	https://www.yes24.com/product/goods/183753179	https://image.yes24.com/goods/183753179/L
699	맛있는 디자인 프리미어 프로 CC 2026	심수진	한빛미디어	2026년 04월	24,300	27,000	10.0	https://www.yes24.com/product/goods/183747150	https://image.yes24.com/goods/183747150/L
700	네이버 블로그 첫걸음	전진수	혜지원	2026년 03월	15,300	17,000	10.0	https://www.yes24.com/product/goods/183706883	https://image.yes24.com/goods/183706883/L
701	30가지 예제로 따라 하며 배우는 ComfyUI 클라우드	여승호	제이펍	2026년 03월	19,800	22,000	10.0	https://www.yes24.com/product/goods/183072607	https://image.yes24.com/goods/183072607/L
702	된다! 제미나이, 클로드, 챗GPT AI 챗봇 만들기	이재윤	이지스퍼블리싱	2026년 03월	18,900	21,000	10.0	https://www.yes24.com/product/goods/182958115	https://image.yes24.com/goods/182958115/L
703	인과 데이터 사이언스	이석민	법문사	2026년 02월	30,000	30,000	nan	https://www.yes24.com/product/goods/182929521	https://image.yes24.com/goods/182929521/L
704	AI 시대의 IT 로컬라이제이션	정성희	커뮤니케이션북스	2026년 03월	12,000	12,000	nan	https://www.yes24.com/product/goods/182892802	https://image.yes24.com/goods/182892802/L
705	30일 완성 제미나이 업무 혁명	AI싱크클럽(이재만)	루비페이퍼	2026년 04월	23,400	26,000	10.0	https://www.yes24.com/product/goods/182813489	https://image.yes24.com/goods/182813489/L
706	생성형 AI 시대 수학 교육	유주연	커뮤니케이션북스	2026년 03월	12,000	12,000	nan	https://www.yes24.com/product/goods/182476796	https://image.yes24.com/goods/182476796/L
707	GPT-5와 ChatGPT로 시작하는 멀티모달 AI 프로그래밍 실전 입문	후루카와 히데카즈	위키북스	2026년 03월	28,800	32,000	10.0	https://www.yes24.com/product/goods/182457817	https://image.yes24.com/goods/182457817/L
708	A2A × MCP 멀티에이전트 오케스트레이션 실전	서지영	길벗	2026년 03월	29,700	33,000	10.0	https://www.yes24.com/product/goods/182413407	https://image.yes24.com/goods/182413407/L
709	상업용 AI 음악제작	최이진	노하우(도서출판)	2026년 03월	29,700	33,000	10.0	https://www.yes24.com/product/goods/181819691	https://image.yes24.com/goods/181819691/L
710	피지컬 AI 컴퓨팅 모빌리티 기초동작 편	김석진	골든벨	2026년 03월	28,500	30,000	5.0	https://www.yes24.com/product/goods/181126230	https://image.yes24.com/goods/181126230/L
711	가상 면접 사례로 배우는 생성형 AI 서비스 설계	알리 아미니안	인사이트(insight)	2026년 03월	30,600	34,000	10.0	https://www.yes24.com/product/goods/181114947	https://image.yes24.com/goods/181114947/L
712	아두이노제어 with generative AI	장인갑	내하출판사	2026년 03월	20,000	20,000	nan	https://www.yes24.com/product/goods/181001457	https://image.yes24.com/goods/181001457/L
713	안티그래비티 바이브 코딩 입문	박규하	로드북	2026년 03월	22,500	25,000	10.0	https://www.yes24.com/product/goods/180485366	https://image.yes24.com/goods/180485366/L
714	AI 워커스: 리디자인	김아람	스마트북스	2026년 03월	22,500	25,000	10.0	https://www.yes24.com/product/goods/180386716	https://image.yes24.com/goods/180386716/L
715	Security Guide 2026 (V.21) - 공격용 AI vs 방어용 AI	편집부	(주)화산미디어	2026년 02월	28,500	30,000	5.0	https://www.yes24.com/product/goods/180335965	https://image.yes24.com/goods/180335965/L
716	요즘 직장인을 위한 실무 보고서 작성 비법	김태영	시프트	2026년 03월	18,000	20,000	10.0	https://www.yes24.com/product/goods/180335619	https://image.yes24.com/goods/180335619/L
717	5분 제미나이	오종현	한빛미디어	2026년 02월	21,600	24,000	10.0	https://www.yes24.com/product/goods/180162710	https://image.yes24.com/goods/180162710/L
718	슬기로운 교사 생활 구글 클래스룸 수업 활용법	유수근	골든래빗	2026년 03월	24,120	26,800	10.0	https://www.yes24.com/product/goods/180158155	https://image.yes24.com/goods/180158155/L
719	C++로 배우는 자료구조 및 알고리즘	Frank M. Carrano	프로텍미디어	2026년 02월	44,000	44,000	nan	https://www.yes24.com/product/goods/180138780	https://image.yes24.com/goods/180138780/L
720	가장 쉬운 AI 앱 빌더 DIfy 실무 가이드	오노 사토시	AK(에이케이 커뮤니케이션즈)	2026년 02월	40,850	43,000	5.0	https://www.yes24.com/product/goods/179607096	https://image.yes24.com/goods/179607096/L
721	문제 해결의 힘, 컴퓨팅 사고력	한옥영	성균관대학교출판부(SKKUP)	2026년 02월	25,000	25,000	nan	https://www.yes24.com/product/goods/179605419	https://image.yes24.com/goods/179605419/L
722	세상을 복제하는 공장, Physical AI 데이터팩토리	손병희	꾸그티처스	2026년 02월	13,500	15,000	10.0	https://www.yes24.com/product/goods/178728913	https://image.yes24.com/goods/178728913/L
723	요즘 디자인을 위한 포토샵 & 일러스트레이터 (큰글자책)	서영열	시프트	2026년 02월	85,000	85,000	nan	https://www.yes24.com/product/goods/178420804	https://image.yes24.com/goods/178420804/L
724	누구나 쉽게 따라 하는 디지털 & AI	이정화	디지털콘텐츠그룹	2026년 02월	16,200	18,000	10.0	https://www.yes24.com/product/goods/178332725	https://image.yes24.com/goods/178332725/L
