Rank,Title,Author,Publisher,PublishDate,Price,Rating,ReviewCount,Link,Description
486,일반통계학,서울대학교 자연과학대학 통계학과,한빛아카데미,2025년 03월,35000,,0,https://www.yes24.com/product/goods/143081338,"일반통계학. 빅데이터와 인공지능 시대, 통계학의 정석 데이터(자료)가 산업과 연구의 중심이 된 지금, 통계학은 이를 효과적으로 분석하고 활용하는 데 필수적인 학문이다. 『일반통계학(3판)』은 통계의 기본 개념을 체계적으로 정리하고 R과 파이썬 실습을 통해 데이..."
487,개념탑재 오토캐드,"정인수, 이승열, 김애림, 이예진",피앤피북,2025년 02월,22500,,0,https://www.yes24.com/product/goods/142996257,"개념탑재 오토캐드. CAD는 기계, 건축, 전기 등 여러 산업분야에서 설계 및 제조를 하기 위해 사용하고 있으며, 이제는 제법 많은 곳에서 3D CAD를 도입하고 사용하고 있지만, 산업 현장을 방문하거나 기업체 강의를 진행하다 보면 매년 AutoCAD 활용하는..."
488,Kotlin in Action 2/e,"세바스티안 아이그너, 로만 엘리자로프, 스베트라나 이사코바, 드미트리 제메로프, 오현석",에이콘출판사,2025년 02월,43200,10.0,2,https://www.yes24.com/product/goods/142690359,"Kotlin in Action 2/e. 안드로이드 공식 언어인 코틀린은 실용성과 간결성, 자바와의 상호 운용성으로 인해 서버 프로그래밍 등 다양한 분야에 쓰이는 경우가 늘고 있다. 코틀린 언어의 가장 큰 특징이라면 실용성을 들 수 있을 것이다. 이 책도 실용성..."
489,띠웅's 타이포그래피 with 프로크리에이트,띠웅,다산스마트에듀,2025년 01월,22500,9.8,18,https://www.yes24.com/product/goods/141828205,"띠웅`s 타이포그래피 with 프로크리에이트. 올렸다 하면 100만, 1000만! 1년 만에 누적 2억 뷰 돌파!35만 팔로워(구독자) 일러스트레이터 띠웅DD-WOONG이 알려주는 요즘 아이패드 드로잉“글씨를 ‘그려’본 적은 있으신가요? 책을 읽다 꽂히는 문구..."
490,된다! 맥북&아이맥 - 맥OS 세쿼이아 판,"쌤쌤티비, 케이트",이지스퍼블리싱,2025년 01월,17100,10.0,7,https://www.yes24.com/product/goods/141262171,"된다! 맥북&아이맥 - 맥OS 세쿼이아 판. 맥북 분야 베스트셀러, 2025년 최신 업데이트 반영 완료한 최신간!11년 차 애플 덕후 ‘쌤쌤티비’가 친절하게 알려 주는 맥OS 입문서1시간이면 맥OS 완벽 적응 완료! 빠르게 배워 바로 들고 나가자!2015년 첫..."
491,선생님을 위한 노션,임세범,앤써북,2025년 01월,19620,9.9,18,https://www.yes24.com/product/goods/140242586,"선생님을 위한 노션. 유치원·어린이집/초·중·고등학교 선생님을 위한 쉬운 노션 활용 비법서노션 실전기초, 수업활용, 학생관리, 업무관리, 업무자동화, 노션AI 활용법을 한 번에 다 잡자! 이제까지 선생님을 위한 노션 사용법을 알려주는 책은 없었다. 그래서 20..."
492,앱인벤터로 20가지 인공지능 앱 만들기 with ChatBot과 생성형AI,"김수연, 전진아, 장문철",앤써북,2024년 12월,16920,10.0,4,https://www.yes24.com/product/goods/139777149,앱인벤터로 20가지 인공지능 앱 만들기 with ChatBot과 생성형AI. 『앱인벤터로 20가지 인공지능 앱 만들기 with ChatBot과 생성형AI』는 개념과 바로 적용할 수 있는 다양한 인공지능 앱 제작 예제가 수록된 앱인벤터 활용서이다. 이 책은 앱인...
493,실무에 바로 쓰는 일잘러의 제안서 작성법,박서윤,제이펍,2024년 11월,15120,9.9,15,https://www.yes24.com/product/goods/139638401,"실무에 바로 쓰는 일잘러의 제안서 작성법. 10여 년간 다양한 기업의 제안 컨설팅을 담당한 전문가의 경쟁입찰 승리 공식제안서는 전략이다. 그저 기업 소개, 사업 현황과 같은 단순 정보를 나열하고 형식과 분량 맞추기에 급급한 제안서로는 치열한 경쟁에서 살아남을 ..."
494,AGI의 시대,한상기,한빛미디어,2024년 11월,19800,9.5,20,https://www.yes24.com/product/goods/139591837,"AGI의 시대. “인간보다 뛰어난 존재가 온다!”인간을 초월한 지능, AGI를 맞이할 준비가 되었는가이 책은 AGI(인공일반지능)의 시대를 예견하며 기술, 철학, 정책이 교차하는 가장 첨예한 논쟁을 조망한다. 세계적인 AI 석학들의 통찰과 빅테크 기업가들의 비..."
495,데이터시각화를 하는 가장 쉬운 방법 by 구글 루커 스튜디오,천영훈,디지털북스,2024년 12월,18000,8.0,2,https://www.yes24.com/product/goods/138964141,데이터시각화를 하는 가장 쉬운 방법 by 구글 루커 스튜디오. 국내 최초의 구글 루커 스튜디오 실전 활용서!데이터 시각화 툴을 3개 PART로 마스터 하는 가장 쉬운 방법GA4 데이터를 활용한 AARRR 분석까지!데이터 시각화를 가장 쉽게 하는 방법!디지털 마...
496,된다! 7일 실무 워드,이충욱,이지스퍼블리싱,2024년 11월,16200,10.0,9,https://www.yes24.com/product/goods/136374348,"된다! 7일 실무 워드. 81개의 단계별 실습으로 꼭 필요한 기능만 배워 업무 시간을 확 줄이자!17만 구독자 ‘짤막한 강좌’의 동영상 강의와 함께 고품격 워드 입문!이 책은 워드를 처음 사용하는 분들도 쉽게 따라 할 수 있는 워드 기본서로, 실제 업무 현장에..."
497,AI 영화 제작,"민지영, 문수민, 전은재, 앤미디어",길벗,2024년 11월,24300,9.7,84,https://www.yes24.com/product/goods/136304038,"AI 영화 제작. 제작비 부담 No, 3일 만에 완성! 광고, 게임부터 3D 애니메이션까지미드저니, 챗GPT, 루마 AI, 캡컷, 프리미어 프로 활용법 수록AI 도구를 활용해 촬영 없이 영상을 만드는 방법은 지금 영상 제작 업계에서 빠르게 자리 잡고 있는 흐..."
498,한 권으로 배우는 게임 프로그래밍,"박태준, 박효재, 윤하연",한빛미디어,2024년 10월,25200,9.7,12,https://www.yes24.com/product/goods/135854770,"한 권으로 배우는 게임 프로그래밍. 게임 개발자에게 필요한 것은화려한 포트폴리오가 아닌 체계적인 이론 지식!이 책은 특정 엔진이나 기술에 국한되지 않고 게임 개발의 전반적인 개념과 지식을 다룬다. 이를 통해 게임 세계가 어떻게 만들어지는지 이해하고, 다양한 게..."
499,이것이 우분투 리눅스다,"우재남, 박길식",한빛미디어,2024년 11월,32400,9.7,25,https://www.yes24.com/product/goods/135800272,이것이 우분투 리눅스다. 최신 Ubuntu 24.04 LTS 버전 반영!실무형 실습 환경에서 경험하는 『이것이 우분투 리눅스다』 3판!우분투 리눅스는 데비안 리눅스를 기초로 그놈(GNOME) 데스크톱 환경을 사용하는 리눅스 배포판이다. 우분투는 쉽고 편리한 프...
500,규칙으로 배우는 임베디드 시스템: 기초 DSP와 제어 시스템,장선웅,북랩,2024년 10월,25200,10.0,2,https://www.yes24.com/product/goods/135441079,규칙으로 배우는 임베디드 시스템: 기초 DSP와 제어 시스템. 베테랑 엔지니어의 기초 DSP와제어 시스템 개발을 위한 확실한 로드맵!“이 책을 효과적으로 읽는 방법은 소설책 읽듯이 여러 번 반복해서 읽으면서 디지털 신호 처리(DSP)와 제어 시스템의 기본 개념...
501,무조건 쿠팡에서 팔아라 그래야 산다,"하지혜, 오대장",우리네삶,2026년 01월,21600,10.0,46,https://www.yes24.com/product/goods/135223090,"무조건 쿠팡에서 팔아라 그래야 산다. 매출 폭발을 일으키는 쿠팡 판매의 인사이트!시작 11일 만에 1,700만 원(주부, 폐업 후 쿠팡 시작), 한 달 만에 3,500만 원(육아맘, 경단녀), 추석 명절 2주간 7,200만 원(자영업, 부업으로 쿠팡 시작), ..."
502,그림으로 이해하는 시스템 설계,"이시구로 나오키, 서수환",길벗,2024년 09월,19800,10.0,20,https://www.yes24.com/product/goods/133892049,"그림으로 이해하는 시스템 설계. 시스템 설계의 기본과 핵심을, 그림과 표로 쉽고 체계적으로!전체 설계→공통 부분 설계→개별 설계 순서로 총망라하고, 설계서로 실무까지 파악한다!이 책의 목표는 시스템 설계를 어떻게 해야 하는지 체계적으로 정리하는 것이다. 이를 ..."
503,콘셉트로 풀어내는 소프트웨어 디자인,"다니엘 잭슨, 이정표",에이콘출판사,2024년 09월,25200,,0,https://www.yes24.com/product/goods/133328190,"콘셉트로 풀어내는 소프트웨어 디자인. 소프트웨어 개발자, 디자이너, IT 관련 업무 종사자라면 누구나 사용하기 어렵거나, 오류가 잦거나, 결함이 있는 소프트웨어 때문에 골머리를 앓은 경험이 있을 것이다. MIT 컴퓨터과학과 교수 다니엘 잭슨은 이러한 문제의 근..."
504,잘 읽히는 보고서 문장의 비밀,임영균,한빛미디어,2024년 08월,16200,9.7,35,https://www.yes24.com/product/goods/131189891,"잘 읽히는 보고서 문장의 비밀. 보고서의 성패는 문장이 결정한다!직장인에게 보고서는 단순한 업무 문서 이상의 의미가 있다. 보고서는 내 생각을 명확히 전달하고, 업무의 방향성을 제시하며, 나아가 상사와 동료에게 신뢰를 주고 소통하는 중요한 수단이다. 하지만 많..."
505,색 잘 쓰는 디자이너,"고바야시 레나, 강아윤",이지스퍼블리싱,2024년 08월,16200,9.9,31,https://www.yes24.com/product/goods/128725552,"색 잘 쓰는 디자이너. 주변 풍경을 찍은 ‘사진’에서 디자인 아이디어를 얻을 수 있다면?‘색 좀 잘 쓰고 싶은 디자이너’를 위한 배색, 글꼴 선택, 변형 디자인 노하우!디자인은 괜찮은데 어딘가 미묘하게 촌스럽다는 느낌이 들까? 2% 모자란 디자인을 단번에 채워..."
506,어디에나 있고 무엇이든 하는 알고리즘 이야기,문병로,김영사,2024년 06월,12150,,0,https://www.yes24.com/product/goods/128251064,어디에나 있고 무엇이든 하는 알고리즘 이야기. 세계적 알고리즘 전문가 문병로 교수가 소개하는인공지능 시대에서 길을 찾는 내비게이션!지식 라이브러리 ‘굿모닝 굿나잇’ 알고리즘 편“알 수 없는 알고리즘이 나를 여기로 이끌었다”유튜브에서 흔히 볼 수 있는 댓글이다....
507,안드로이드 모의해킹 입문,박도현,비제이퍼블릭(BJ퍼블릭),2024년 06월,24300,9.7,6,https://www.yes24.com/product/goods/128141387,안드로이드 모의해킹 입문. 화이트 해커를 꿈꾸는 당신을 위한안드로이드 모의해킹 길잡이 우리는 수많은 앱을 사용하여 편리한 생활을 즐기고 있다. 하지만 이토록 편리한 앱의 이면에는 언제나 보안 위협이 존재한다. 내가 사용하고 있는 안드로이드 앱의 보안 위협을 자...
508,초등부터 중등까지 한 권으로 끝내는 엔트리와 40개의 작품들,"전진아, 김수연",앤써북,2024년 06월,15930,9.8,13,https://www.yes24.com/product/goods/128122789,"초등부터 중등까지 한 권으로 끝내는 엔트리와 40개의 작품들. 『초등부터 중등까지 한 권으로 끝내는 엔트리와 40개의 작품들』 엔트리 최신버전을 반영했고, 최신기능 작품을 추가 교체하여 2판 개정판으로 새롭게 출간되었다. 책은 초중생 눈높이에 맞춘 실제 작품을..."
509,혼자 해도 프로처럼 잘 만드는 굿즈 제작 비법,박정아,한빛미디어,2024년 06월,19800,9.7,39,https://www.yes24.com/product/goods/127788111,혼자 해도 프로처럼 잘 만드는 굿즈 제작 비법. 굿즈 제작에 관심 있는 개인 제작자들을 위해 ‘진짜’ 굿즈 제작법을 알려주는 “굿즈 제작 교과서”빨간고래의 친절한 설명+생생 리뷰&특별 동영상 강의로 누구나 쉽게 굿즈를 만들 수 있다! ‘따뜻한 색감의 이야기가 ...
510,엔트리 인공지능 with 햄스터 로봇,"강윤지, 박찬규, 강성웅, 김원유, 심재민, 정보 더 보기/감추기, 강윤지, 박찬규, 강성웅, 김원유, 심재민, 김연구, 홍성용, 김경상, 정인재, 박광현",영진닷컴,2024년 05월,16200,9.5,4,https://www.yes24.com/product/goods/126829855,"엔트리 인공지능 with 햄스터 로봇. 엔트리와 햄스터 로봇으로 시작하는 인공지능 프로그래밍이제는 너무도 익숙한 인공지능(AI) 시대, 우리는 지금 인공지능으로 무엇을 할 수 있을까? 『엔트리 인공지능 with 햄스터 로봇』 개정판에서는 인공지능을 활용해 재미..."
511,Do it! 조코딩의 첫 웹 개발,"조동근, 조경민",이지스퍼블리싱,2024년 05월,15300,8.5,17,https://www.yes24.com/product/goods/126594782,"Do it! 조코딩의 첫 웹 개발. 코딩 교육 국내 1위 유튜버 ‘조코딩’이 알려 주는 웹 개발의 모든 것!코딩의 기초 지식부터 동물 소리 API, 게시판 구현까지진입 장벽은 깨부수고, 토대는 탄탄히 하는 초보자 맞춤 코딩 입문서! “AI 시대에는 질문하는 게..."
512,챗GPT 프롬프트 120% 질문 기술,"ChatGPT 비즈니스 연구회, 김모세",정보문화사,2024년 04월,13500,9.3,41,https://www.yes24.com/product/goods/126181417,"챗GPT 프롬프트 120% 질문 기술. 업무 속도를 10배 상승시키는 ChatGPT 진짜 활용법!ChatGPT의 등장은 전 세계에 ‘혁명’을 가져왔다. 인공지능은 더 이상 전문가들만의 전유물이 아니며, ChatGPT를 통해 누구든 인공지능을 손쉽게 사용하고 편..."
513,코딩 테스트 합격자 되기 - C++ 편,박경록,골든래빗,2024년 05월,40500,10.0,25,https://www.yes24.com/product/goods/126161512,"코딩 테스트 합격자 되기 - C++ 편. 코딩 테스트 합격자가 되는 가장 확실한 방법!프로그래머스 제공, 전문가가 모여 엄선한 빈출 100 문제로 철저하게 대비하세요!신입 사원 코딩 테스트를 준비하고 있는가? 코딩 테스트는 문제만 열심히 푼다고 통과할 수 없다..."
514,마인크래프트 초보자 가이드 New Edition,"Mojang Studio, 이주안",영진닷컴,2024년 04월,13500,9.6,15,https://www.yes24.com/product/goods/126010839,"마인크래프트 초보자 가이드 New Edition. Mojang에서 만든 새로운 마인크래프트 공식 가이드마인크래프트는 여러 가지 블록으로 이루어진 자원을 이용해 멋진 건축물을 만들거나, 무기를 만들어 적과 싸우는 등 다양한 활동을 할 수 있는 게임이다. 전 세계..."
515,컴퓨터 밑바닥의 비밀,"루 샤오펑, 김진호",길벗,2024년 03월,29700,9.7,44,https://www.yes24.com/product/goods/125299750,"컴퓨터 밑바닥의 비밀. 코드를 실행하면 컴퓨터 내부에서는 어떤 일이 벌어질까?운영 체제부터 CPU, 동기화, 입출력을 구현하는 원리까지,내 코드를 바꿔줄 컴퓨터 밑바닥의 비밀을 들여다보자!`어? 이 코드가 왜 돌아가지?`라고 생각해 본 경험이 다들 있을 것이다..."
