Rank,Title,Author,Publisher,PublishDate,Price,Rating,ReviewCount,Link,Description
427,왕초보 시니어도 쉽게 따라 하는 챗GPT 사용법,"곽민철, 정희철",생능북스,2026년 01월,15120,9.8,40,https://www.yes24.com/product/goods/174707316,"왕초보 시니어도 쉽게 따라 하는 챗GPT 사용법. AI가 무섭던 분도, 이 책 한 권이면 오늘 바로 써봅니다!스마트폰만 있으면 누구나 시작하는 AI 생활이제는 누구나 손안의 스마트폰으로 집에서, 직장에서, 심지어 주민센터 업무까지 AI를 활용할 수 있는 시대가..."
428,처음 배우는 유니티 6 2D 게임 만들기,고정운,시대인,2026년 01월,43200,9.8,11,https://www.yes24.com/product/goods/174184626,"처음 배우는 유니티 6 2D 게임 만들기. 『처음 배우는 유니티 6 2D 게임 만들기』는 유니티를 처음 접하는 독자부터 실전 게임 개발을 원하는 개발자까지 폭넓게 아우를 수 있도록 구성되어 있으며, 유니티의 기초 개념부터 시작해 실습을 통해 직접 게임을 제작해..."
429,"API부터 메시징까지, 실무 백엔드 개발자가 알아야 할 5가지 핵심 원리",김준서,콩콩 컴퍼니,2025년 12월,19500,,0,https://www.yes24.com/product/goods/173934664,"API부터 메시징까지, 실무 백엔드 개발자가 알아야 할 5가지 핵심 원리. 코드를 넘어, 아키텍처를 꿈꾸는 당신에게`Hello, World!`를 출력하고, CRUD API를 만드는 데 성공하셨나요? 축하합니다! 당신은 이제 `동작하는` 코드를 작성할 수 있는 ..."
430,포토샵+일러스트레이터 CC 2026 무작정 따라하기,"문수민, 민지영, 앤미디어, 전은재",길벗,2026년 01월,23400,9.8,62,https://www.yes24.com/product/goods/170998602,"포토샵+일러스트레이터 CC 2026 무작정 따라하기. 나노 바나나, 토파즈 기가픽셀, 파이어플라이와 함께더욱 정교하고 빨라진 포토샵 CC 2026포토샵 CC 2026은 한층 강화된 AI 기능을 통해 고품질의 결과물을 더 빠르고 정교하게 제작할 수 있는 환경을 ..."
431,LLM을 위한 프롬프트 엔지니어링,"존 베리먼, 앨버트 지글러, 김정인",제이펍,2026년 01월,25200,9.7,7,https://www.yes24.com/product/goods/170504549,"LLM을 위한 프롬프트 엔지니어링. LLM을 지배하는 건 코드가 아니라 프롬프트다 결과물 중심의 접근과 달리 프롬프트 엔지니어링 자체를 깊이 있게 탐구한 실전 가이드다. LLM의 구조와 작동 원리, 효과적인 프롬프트 설계 기법, 대화형 워크플로 구성, 성과 평..."
432,컴퓨팅 사고와 정보과학 : 2025년도 기출문제집(중·고등학생용),한국비버챌린지 (Bebras Korea),생능출판사,2025년 12월,13500,10.0,4,https://www.yes24.com/product/goods/168654454,"컴퓨팅 사고와 정보과학 : 2025년도 기출문제집(중·고등학생용). 이 책 한 권으로컴퓨팅 사고력은 물론 창의력, 문제 해결 능력까지 키워보세요이 책은 한국 비버챌린지를 주관하는 Bebras Korea가 직접 집필한 비버챌린지 공식 교재입니다. 비버챌린지는 초..."
433,AI와 음악 교육,윤관기,커뮤니케이션북스,2025년 12월,12000,,0,https://www.yes24.com/product/goods/168635560,"AI와 음악 교육. 음악 교육의 역사와 본질을 짚은 뒤, 노래·연주·감상·창작 활동에 인공지능을 어떻게 접목할 수 있는지 구체적으로 보여 주는 책이다. 기술 활용 방안뿐 아니라 개념 학습 약화, 사교육 결합, 교사 역할 변화 등 쟁점까지 함께 다루며 음악 교과..."
434,AI 잘 쓰는 디자이너,전하린,이지스퍼블리싱,2025년 12월,18900,10.0,11,https://www.yes24.com/product/goods/168263935,"AI 잘 쓰는 디자이너. “AI 시대, 디자이너는 어떻게 일해야 할까?”콘텐츠, UX/UI, 그래픽, 패키지, 로고, 영상 디자이너가 AI로 일하는 법나노 바나나부터 미드저니, 피그마, 캡컷, 수노, 런웨이까지!“요즘 다 AI로 디자인한다던데…”“진짜 실무에서..."
435,소프트웨어 아키텍처 The Basics,"마크 리처즈, 닐 포드, 류광, 307번역랩",한빛미디어,2025년 11월,38700,9.9,15,https://www.yes24.com/product/goods/167431026,"소프트웨어 아키텍처 The Basics. 막막했던 아키텍처가 쉬워지는 실무 지침서생성형 AI, 클라우드에 맞춰 새롭게 돌아오다경력을 키우고 싶은 개발자라면 누구나 소프트웨어 아키텍트를 꿈꾼다. 그렇다면 소프트웨어 아키텍트가 되려면 뭘 알아야 할까? 수년간 소프..."
436,파이썬으로 시작하는 인공지능 기초 수업,"채상미, 우범윤, 이준용",길벗,2025년 11월,22500,2.0,1,https://www.yes24.com/product/goods/167430900,"파이썬으로 시작하는 인공지능 기초 수업. 실습과 원리 이해를 동시에!실생활 예제로 배우고 파이썬으로 만드는AI 프로젝트 수업인공지능(AI)은 더 이상 `먼 미래의 기술`이 아니다. 우리는 이미 일상에서 AI를 경험하고 있다. 교육 분야에서도 마찬가지로, 인공지..."
437,일 잘하는 엔지니어의 생각 기법,"캐리 밀샙, 장현희",책만,2025년 11월,22500,9.7,13,https://www.yes24.com/product/goods/167405152,"일 잘하는 엔지니어의 생각 기법. AI는 쉽게 따라 하기 어려운, 인간 개발자와 엔지니어가 자신의 능력치를 최대로 발휘할 수 있는 신속하고 정확한 문제 해결력과 사고법을 알려주는 책! “문제의 본질”을 면밀히 관찰해서 시스템과 솔루션의 “성능”을 개선하고 최적..."
438,C# 스크립트를 활용한 유니티 6 개발,"렘 애퍼슨, 장세윤",에이콘출판사,2025년 11월,37800,6.4,5,https://www.yes24.com/product/goods/166394010,"C# 스크립트를 활용한 유니티 6 개발. 이 책은 유니티 6와 C# 스크립팅을 통해 게임 개발의 핵심 기술을 단계적으로 익힐 수 있도록 구성돼 있다.새로워진 렌더링 파이프라인과 UI 시스템, 강화된 멀티플레이어 기능, XR 및 멀티플랫폼 지원 등 최신 기능을 ..."
439,그림으로 이해하는 챗GPT 구조와 기술,"나카타니 슈요, 박광수",길벗,2025년 11월,21600,9.9,19,https://www.yes24.com/product/goods/162116171,그림으로 이해하는 챗GPT 구조와 기술. 챗GPT는 어떻게 답을 만들어 낼까?그림으로 알아보는 인공지능 구조와 원리!챗GPT를 비롯한 생성형 AI를 쓰지 않는 사람을 찾기 힘들 정도로 이제는 당연하게 우리 삶과 함께 하고 있다. 하지만 기술의 변화 속도는 그만...
440,바이브 코딩,이석현,아이콕스(iCox),2025년 11월,24300,,0,https://www.yes24.com/product/goods/161924116,"바이브 코딩. 내 아이디어가 서비스가 되는 순간바이브 코딩 실전 가이드북과거 웹 서비스 개발은 파이썬, 자바스크립트, 자료구조, 알고리즘, 데이터베이스 등 수많은 기술의 장벽 앞에서 좌절하기 일쑤였다. 하지만 이 책은 ‘바이브 코딩’이라는 새로운 패러다임으로 ..."
441,PLAY! SOLIDWORKS 2026 ASSEM&DRAW BASIC,원동현,청담북스,2025년 10월,19000,,0,https://www.yes24.com/product/goods/161614247,"PLAY! SOLIDWORKS 2026 ASSEM&DRAW BASIC. 본 교재는 3차원 설계를 처움 시작하는 설계자와 솔리드웍스를 처음 사용하는 사용자를 위한 입문서입니다. 생성된 파트 파일을 사용해서 조립 형상을 완성하고, 2D 제작 도면을 작성하는 방법을..."
442,PLAY! SOLIDWORKS 2026 PART BASIC,원동현,청담북스,2025년 10월,20900,,0,https://www.yes24.com/product/goods/161611894,PLAY! SOLIDWORKS 2026 PART BASIC. 본 교재는 3차원 설계를 처움 시작하는 설계자와 솔리드웍스를 처음 사용하는 사용자를 위한 입문서입니다. 3D 형상을 만들어나가는 기본 개념과 구조를 쉽게 이해할 수 있도록 설명하고 있습니다.가장 기본...
443,"챗GPT, 저는 이렇게 쓰고 있어요",최소영,길벗,2025년 11월,16920,9.9,40,https://www.yes24.com/product/goods/160131631,"챗GPT, 저는 이렇게 쓰고 있어요. AI가 여전히 낯설고 멀게만 느껴지는 당신을 위한 가장 친절한 챗GPT 입문서이 책은 챗GPT를 비롯한 다양한 생성형 AI 툴을 다양한 상황에서 활용하는 방법을 안내합니다. 30개의 에피소드마다 각자의 고민을 가진 인물이 ..."
444,똑똑한 파이썬,"황재호, 황예린",인포앤북,2025년 11월,19800,9.8,8,https://www.yes24.com/product/goods/159376881,"똑똑한 파이썬. ‘개념 → 예제 → 연습 → 프로젝트’로 이어지는 한 권 완성 코스로, 초등 학습자와 완전 초심자도 스스로 따라 하며 파이썬 기초를 탄탄히 다질 수 있습니다. 개정 3판에서는 설명을 더 간결하게 다듬고, 학교·학원 현장에서 자주 쓰는 예제와 복..."
445,가장 상세한 엑셀 함수 대백과,"쿠니모토 아츠코, 류승우",영진닷컴,2025년 10월,25200,10.0,22,https://www.yes24.com/product/goods/159171284,"가장 상세한 엑셀 함수 대백과. 엑셀 함수의 모든 것을 담은 실무자의 필독서!필요한 함수를 한눈에 찾는 엑셀 함수 사전업무 중 엑셀 함수를 사용하려고 하면, 이름도 복잡하고 입력 형식도 헷갈리는 데다, 어떤 상황에 어떤 함수를 써야 할지 몰라 막막할 때가 많습..."
446,실무에 바로 쓰는 일잘러의 챗GPT 프롬프트 74가지,이석현,제이펍,2025년 10월,19800,10.0,49,https://www.yes24.com/product/goods/159060578,실무에 바로 쓰는 일잘러의 챗GPT 프롬프트 74가지. 입소문으로 검증된 ‘일잘러 시리즈’의 새로운 챕터. 이제는 챗GPT로 일과 삶을 모두 관리한다.출간 이후 꾸준히 사랑받아 온 ‘일잘러 시리즈’는 직장인의 현실적인 고민을 해결해 주는 실무 가이드로 자리매김...
447,유니티 교과서,"김은철, 기타무라 마나미, 유세라",길벗,2025년 10월,29700,9.6,5,https://www.yes24.com/product/goods/158708037,"유니티 교과서. 검증된 베스트셀러 [유니티 교과서] 유니티 6 버전에 맞춰 개정!그림으로 이해하고 만들면서 익히는 가장 쉬운 유니티 입문서![유니티 교과서, 개정8판]은 유니티를 사용해 2D/3D 게임과 애니메이션을 만들면서 유니티 기초 지식과 함께 게임 제작..."
448,스케치업 2025 with Ruby+Twinmotion,황두환,시대인,2025년 10월,25200,9.8,13,https://www.yes24.com/product/goods/157774663,"스케치업 2025 with Ruby+Twinmotion. 스케치업은 짧은 시간에 3D 작업물을 만들 수 있어 초보자도 쉽게 접근할 수 있는 프로그램입니다. 이 책은 스케치업을 이용해 3D 작업물을 만드는 기본 명령을 배우고, 확장 도구인 Ruby를 이용해 작업..."
449,된다! 네이버 스마트스토어,이경근,이지스퍼블리싱,2025년 10월,21600,10.0,10,https://www.yes24.com/product/goods/154288390,된다! 네이버 스마트스토어. 상위 노출되는 상품 키워드 선정부터 꾸준한 판매를 위한 숏폼 마케팅까지!초보자도 쉽고 빠르게 시작할 수 있도록 도와주는 스마트스토어 입문서!이 책은 처음 시작하는 사람도 돈 한 푼 들이지 않고 스마트스토어로 매출을 낼 수 있는 방법...
450,Do it! 커서로 시작하는 AI 코딩 입문,고경희,이지스퍼블리싱,2025년 09월,20700,9.9,20,https://www.yes24.com/product/goods/154286556,"Do it! 커서로 시작하는 AI 코딩 입문. 웹 개발 기초부터 AI 코딩 서비스인 커서 활용법까지!AI 코딩을 시작하는 모두를 위한 가장 친절한 입문서AI가 코드를 생성하는 시대, 이제 복잡한 문법을 외우지 않아도 웹 개발을 시작할 수 있다. 《Do it! ..."
451,"돈 되는 AI, 어디서부터 무엇을 어떻게 해야 할까",장동인,리코멘드,2025년 09월,22500,9.7,7,https://www.yes24.com/product/goods/154254878,"돈 되는 AI, 어디서부터 무엇을 어떻게 해야 할까. ★ 엔비디아 젠슨 황의 성공 비결부터 ChatGPT·딥시크·RAG·AI 에이전트까지★ 급격히 진화하는 AI 패러다임 속 기업이 생존하고 성장하기 위한 실질적 전략!AI는 이제 더 이상 선택이 아닌 기업이 생..."
452,요즘 개발자를 위한 시스템 설계 수업,"디렌드라 신하, 테자스 초프라, 양문규",길벗,2025년 09월,31500,9.7,19,https://www.yes24.com/product/goods/154159841,"요즘 개발자를 위한 시스템 설계 수업. 트렌디한 서비스 사례로 배우는 시스템 설계 실무,실전 아키텍처 설계부터 빅테크 면접까지 한 권으로 완전 정복!이 책은 시스템 설계의 기초 개념부터 분산 시스템과 서비스 설계까지, 실무자가 알아야 할 시스템 설계의 기본 요..."
453,마인크래프트 RPG 만들기,우마공 운영진,영진닷컴,2025년 09월,17820,10.0,11,https://www.yes24.com/product/goods/154102499,"마인크래프트 RPG 만들기. ‘우마공 마인크래프트 시스템 개발일지’ 시리즈 두 번째 책!플러그인 기능을 통해 마인크래프트 월드에서 구현하는 나만의 RPG 세상전작 《마인크래프트 미니게임 만들기》를 통해 레드스톤과 커맨드 블록에는 이제 익숙해졌다면, 더욱 코딩 ..."
454,데이터 시각화와 탐색 with POWER BI 3rd,"마경근, 서주란",영진닷컴,2025년 09월,27000,10.0,13,https://www.yes24.com/product/goods/152443479,"데이터 시각화와 탐색 with POWER BI 3rd. 보고도 못 믿을 데이터 시각화의 마법, Power BI로 체험하라!데이터 탐색과 시각화 WITH POWER BI 3rd 데이터 탐색과 시각화 WITH POWER BI 3rd 도서는 비전공자도 쉽게 따라 할..."
455,정지훈의 양자 컴퓨터 강의,정지훈,한빛미디어,2025년 08월,21600,9.5,23,https://www.yes24.com/product/goods/151789405,"정지훈의 양자 컴퓨터 강의. 글로벌 빅테크가 베팅한 양자에 주목하라!양자 컴퓨터의 기초 개념과 구현 방식, 기술 트렌드와 산업 판도, 글로벌 기업의 전략과 투자 포인트를 한눈에!AI가 이미 우리의 일상과 산업을 바꿔놓은 지금, 전 세계가 다음 주자로 주목하는 ..."
456,코딩 자율학습 리액트 프런트엔드 개발 입문,김기수,길벗,2025년 09월,37800,9.9,21,https://www.yes24.com/product/goods/151667493,"코딩 자율학습 리액트 프런트엔드 개발 입문. React 19와 TypeScript, 기초부터 실무까지 한 권에!최신 리액트 기능과 실무 패턴을 가장 빠르고 확실하게 익히는 입문서최신 리액트 19와 타입스크립트를 기반으로, 기초 개념부터 실무 패턴까지 한 번에 ..."
457,챗GPT와 엑셀로 만드는 주식 & 암호화폐 자동매매 시스템,설근민,제이펍,2025년 08월,22500,9.8,9,https://www.yes24.com/product/goods/151170115,"챗GPT와 엑셀로 만드는 주식 & 암호화폐 자동매매 시스템. 누구나 할 수 있는 AI 기반 트레이딩 시스템 구축 엑셀 VBA와 챗GPT로 완성하는 금융 자동화의 시작! 복잡한 엑셀 VBA는 몰라도 괜찮다. 챗GPT에 질문하고, 챗GPT가 만들어준 코드를 엑셀에..."
458,회사에서 바로 통하는 오토캐드 AutoCAD 2026,심미현,한빛미디어,2025년 08월,26100,9.7,19,https://www.yes24.com/product/goods/151041605,"회사에서 바로 통하는 오토캐드 AutoCAD 2026. 실무 도면 작업의 기본기를 꽉 잡는 AutoCAD 입문서!현장밀착형 도면 예제로 초보자도 AutoCAD 핵심기능을 쉽고 빠르게 배운다!제도의 기초 개념부터 2D, 3D 도면 작성 및 편집, 출력까지 체계적..."
459,실전! 프로젝트로 배우는 딥러닝 컴퓨터비전,"김혜진, 왕진영",위키북스,2025년 08월,31500,10.0,2,https://www.yes24.com/product/goods/150619242,"실전! 프로젝트로 배우는 딥러닝 컴퓨터비전. 딥러닝 영상처리의 핵심 이론과 컴퓨터비전·자율주행 프로젝트를 배우다!『실전! 프로젝트로 배우는 딥러닝 컴퓨터비전』은 딥러닝 컴퓨터비전과 자율 주행의 전문가가 되고자 하는 대학생과 개발 입문자를 위한 학습 자료로, 딥..."
460,Do it! 알고리즘 코딩 테스트 C++ 편,김종관,이지스퍼블리싱,2025년 08월,35100,10.0,6,https://www.yes24.com/product/goods/150240159,Do it! 알고리즘 코딩 테스트 C++ 편. IT 기업 취준생의 필독서가 3년 만에 업그레이드해서 돌아왔다!출제 경향을 완벽하게 반영한 문제로 코딩 테스트 한 번에 합격하자!‘코딩 테스트는 어떻게 준비해야 할까?’ IT 기업으로 취업 또는 이직을 준비하는 사...
461,AI와 심리상담,황매향,커뮤니케이션북스,2025년 08월,11400,,0,https://www.yes24.com/product/goods/149866394,"AI와 심리상담. AI가 상담을 대신할 수 있을까? AI 기술이 심리상담에 미치는 영향을 분석하며, 상담 전문가가 갖춰야 할 역량과 과제를 짚는다. 인공지능총서. aiseries.oopy.io에서 필요한 인공지능 지식을 찾을 수 있다."
462,모두의 인공지능 with 파이썬,이영호,길벗,2025년 07월,27000,10.0,14,https://www.yes24.com/product/goods/149224228,"모두의 인공지능 with 파이썬. 가장 쉬운 인공지능 입문서, 생성형 AI를 반영해 한층 더 탄탄하게 돌아왔다!그동안 인공지능 입문서로 제 역할을 톡톡히 해낸 『모두의 인공지능 with 파이썬』이 요즘 주목 받고 있는 생성형 인공지능을 담아 기존 내용을 보강하..."
463,"암호, 비밀을 지키는 과학","파노스 루리다스, 안동현",프리렉,2025년 07월,19800,9.8,11,https://www.yes24.com/product/goods/148376804,"암호, 비밀을 지키는 과학. 정보가 곧 힘이 되는 시대, 디지털 보안의 첫 단추는 암호를 제대로 이해하는 데서 시작한다. 암호는 단순한 기술을 넘어, 디지털 시대의 삶을 떠받치는 보이지 않는 구조이다. 이 책에서는 고전 암호부터 현대 암호, 양자 암호에 이르기..."
464,시작하세요! 도커/쿠버네티스,용찬호,위키북스,2025년 07월,32400,10.0,3,https://www.yes24.com/product/goods/148124010,시작하세요! 도커/쿠버네티스. 쿠버네티스와 도커의 기본 사용 방법을 정확히 이해하는 것을 목표로 한다!도커 컨테이너는 애플리케이션을 배포하기 위한 새로운 패러다임을 제시하는 가상화 패러다임이다. 컨테이너 자체는 사용하기 매우 쉽지만 이를 활용하고 관리하기는 결...
465,파인만의 컴퓨터 강의,"리처드 파인만, 토니 헤이, 서환수",한빛미디어,2025년 06월,26100,9.8,9,https://www.yes24.com/product/goods/147738180,"파인만의 컴퓨터 강의. AI, 양자 컴퓨터, 로보틱스컴퓨터의 미래를 내다본 물리학자의 강의를 다시 만나다“컴퓨터 과학은 우리가 주변 세상에서 어떤 것을 알 수 있고 어떤 것을 알 수 없는지를 다시금 생각하게 만든다.” - 리처드 파인만 노벨물리학상 수상자 리처..."
466,C# 교과서,박용준,길벗,2025년 06월,35100,9.7,14,https://www.yes24.com/product/goods/147562377,"C# 교과서. 기초에서 활용까지 기본기를 탄탄하게 다지는 C# 입문서최적의 학습 순서로 더 쉽게, 더 효율적으로 배운다!이 책의 최종 목표는 C# 프로그래밍에 입문하고 싶은 사람들에게 C#의 핵심 개념과 기능, 구체적인 실무 방향을 알려주는 것이다. 더 쉽고 ..."
467,픽셀 아트 마스터 컬렉션,"ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan, 정보 더 보기/감추기, ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan, m7kenji, 송지연",AK(에이케이 커뮤니케이션즈),2025년 05월,24220,8.0,2,https://www.yes24.com/product/goods/147057325,픽셀 아트 마스터 컬렉션. 개성적인 6명의 픽셀 아트 작가들이 자신의 노하우와 테크닉을 공개! 픽셀 아트 특유의 감성을 제대로 표현하는 요령을 알아보자! 픽셀을 조합한 그림이나 애니메이션을 “픽셀 아트”라고 부른다. 픽셀 아트는 오래된 비디오 게임을 연상시키...
468,AI와 비판적 포스트휴머니즘,박휴용,커뮤니케이션북스,2025년 06월,12000,,0,https://www.yes24.com/product/goods/147056022,"AI와 비판적 포스트휴머니즘. 인간과 기술, 생명과 인공지능의 경계를 다시 묻는다. AI와 공존하는 시대, 인간의 본질과 윤리는 어떻게 변화해야 하는가? 철학과 과학을 넘나드는 사유의 지도를 제시한다."
469,2022 개정과 IB 교육 철학을 적용한 초등 개념기반 탐구수업•서술형평가 설계와 실천,진경오,앤써북,2025년 05월,18900,9.8,12,https://www.yes24.com/product/goods/147034290,2022 개정과 IB 교육 철학을 적용한 초등 개념기반 탐구수업•서술형평가 설계와 실천. 『2022 개정과 IB 교육 철학을 적용한 초등 개념기반 탐구수업·서술형 평가 설계와 실천』 책은 2022 개정 교육과정과 IB 교육 철학의 핵심인 ‘개념 기반 탐구’와 ...
470,선생님을 위한 교육용 AI 챗봇 활용법,"임세범, 박지은, 나희정, 조정연",앤써북,2025년 06월,20250,10.0,10,https://www.yes24.com/product/goods/146929026,"선생님을 위한 교육용 AI 챗봇 활용법. 생성형 AI는 교실 안팎의 학습 환경을 완전히 바꾸어 놓았습니다. `생성형 AI를 허용할 것인가?`가 아닌, `어떻게 교육적으로 활용할 것인가?`로 바뀌었습니다. 그 중에서도 GPT 기반의 교육용 챗봇은 학생의 학습을 ..."
471,테디노트의 랭체인을 활용한 RAG 비법노트 : 기본편,이경록,리코멘드,2025년 05월,30600,10.0,1,https://www.yes24.com/product/goods/146874665,"테디노트의 랭체인을 활용한 RAG 비법노트 : 기본편. 8단계 RAG 파이프라인으로 LLM의 성능을 50점에서 90점으로 끌어올리는 RAG 시스템ChatGPT와 같은 LLM은 다양한 업무에 활용되지만, 최신 정보나 특정 문서 내용을 정확히 반영하지 못하는 한계..."
472,한 권으로 끝내는 직장인 필수 IT 지식,"정명림, 김효섭, 박준영, 이수현, 박지은, 정보 더 보기/감추기, 정명림, 김효섭, 박준영, 이수현, 박지은, 이지성",비제이퍼블릭(BJ퍼블릭),2025년 05월,24750,9.4,16,https://www.yes24.com/product/goods/146529227,"한 권으로 끝내는 직장인 필수 IT 지식. 6인의 전문가가 알려주는 IT의 기초 용어와 지식, 단 한 권으로 탄탄하게!정보통신 기술 업계에 몸담고 있는 사람이어도 방대한 IT 기술을 알기에는 어려움이 따른다. 따라서 IT 지식을 쌓기 위해서는 먼저 기본이 되는..."
473,59가지 통계학 궁금증 완전 정복,황성원,길벗,2025년 05월,21600,10.0,14,https://www.yes24.com/product/goods/146344298,"59가지 통계학 궁금증 완전 정복. 실무에서 자꾸 헷갈리는 통계, 이번엔 제대로 이해한다!통계는 단순한 분석 기법을 넘어 데이터의 의미를 해석하고 신뢰할 수 있는 결과를 도출하는 데 필수인 도구다. 하지만 많은 사람이 실무에서 통계를 접하면, 막상 어떻게 적용..."
474,러닝 랭체인,"메이오 오신, 누노 캄포스, 강민혁",한빛미디어,2025년 05월,25200,9.5,26,https://www.yes24.com/product/goods/146327472,"러닝 랭체인. 랭체인부터 랭그래프, RAG, AI 에이전트 그리고 MCP까지직접 만들며 익히는 생성 AI 애플리케이션 개발의 모든 것MCP 활용법 특별 수록: 개념 이해부터 서버 구축, 실전 활용까지LLM 애플리케이션, 어디서부터 시작해야 할지 막막한가? 챗G..."
475,코딩 자율학습 컴퓨터 구조와 운영체제,기술노트 알렉,길벗,2025년 05월,23400,10.0,20,https://www.yes24.com/product/goods/146051138,"코딩 자율학습 컴퓨터 구조와 운영체제. 한 권으로 끝내는 컴퓨터 구조와 운영체제,개념 이해부터 면접까지 완벽 대비!컴퓨터 구조와 운영체제를 누구나 쉽게 이해할 수 있도록 체계적으로 구성했다. 복잡한 기술 개념도 명확하고 간결하게 풀어 설명하고, 시각적 이해를 ..."
476,AI x 창의성: 미술·혁신·교육,박지숙,아트브릿지,2025년 04월,17820,,0,https://www.yes24.com/product/goods/145967474,"AI x 창의성: 미술·혁신·교육. 본 도서는 한국창의력교육학회에서 주관한‘제1회 전경원 HMC 연구자상’공모에 참여하여 ‘최우수상’으로 선정된 보고서를 바탕으로 제작하였습니다. 생성형 AI와 창의성의 융합, 미술교육의 새로운 장 기술이 발전할수록 인간..."
477,모두의 딥러닝,조태호,길벗,2025년 04월,26100,10.0,13,https://www.yes24.com/product/goods/145612410,"모두의 딥러닝. 그 무엇보다 쉽게, 누구나 이해할 수 있는 딥러닝 입문서딥러닝 기초부터 챗GPT의 근간이 되는 자연어 처리와 트랜스포머까지!머신 러닝부터 챗GPT까지, AI는 끊임없이 변화하고 있지만, 그 변치 않는 뿌리는 딥러닝이다. 지난 8년간 수많은 학교..."
478,맥킨지의 로지컬 라이팅,"아카바 유지, 이지현",유엑스리뷰,2025년 04월,20700,9.7,33,https://www.yes24.com/product/goods/145239043,맥킨지의 로지컬 라이팅. 세계 최고 컨설팅 기업 맥킨지의 한국 지부 창립 멤버이자베테랑 컨설턴트 출신 비즈니스 글쓰기 권위자의 논리적 글쓰기!그대로 따라 할 수 있는 글쓰기의 기본기를 도식화!초일류 경영 컨설턴트들의 필수 역량이자 가장 중요한 비즈니스 스킬 중...
479,예제로 배우는 C++ STL,"빌 와인먼, 유동환",영진닷컴,2025년 04월,29700,9.5,11,https://www.yes24.com/product/goods/144980037,"예제로 배우는 C++ STL. 이 도서는 최신 C++20 표준을 기반으로, 표준 템플릿 라이브러리(STL)를 실무에서 효과적으로 활용하는 방법을 안내하는 실전 중심의 활용서이다. 단순한 문법 설명을 넘어, 실제 개발 환경에서 마주할 수 있는 문제들을 다양한 레..."
480,생성 AI를 활용한 나만의 콘텐츠 만들기,김민후,영진닷컴,2025년 04월,22500,10.0,5,https://www.yes24.com/product/goods/144687205,"생성 AI를 활용한 나만의 콘텐츠 만들기. 우리는 이미 인공지능이 글도 쓰고 그림도 그리며 작곡도 하는 시대에 살고 있다. 이러한 흐름의 중심에 있는 건 바로 뭔가를 만들어 내는 AI, 즉 생성 AI이다. 최근 달리3와 챗GPT를 필두로 수많은 생성 AI가 쏟..."
481,된다! 업무에 바로 쓰는 구글 활용법,이광희,이지스퍼블리싱,2025년 04월,18900,10.0,18,https://www.yes24.com/product/goods/144253147,"된다! 업무에 바로 쓰는 구글 활용법. ‘직장인을 위한’ 한 권으로 끝내는 구글 활용 입문서!지메일, 구글 캘린더, 구글 드라이브, 구글 스프레드시트, 사이트 도구까지! 13가지 구글 앱 완전 정복2025년 최신 내용 반영 완료! 실무에서 바로 써먹는 구글 기..."
482,쉽고 빠르게 익히는 실전 LLM,"시난 오즈데미르, 신병훈",한빛미디어,2025년 03월,27000,8.4,14,https://www.yes24.com/product/goods/144087363,"쉽고 빠르게 익히는 실전 LLM. 최신 LLM 트렌드와 실무를 가장 쉽고 빠르게 배우는 방법GPT부터 라마, 클로드 모델까지 완성형 실전 LLM 가이드이 책은 LLM 개발 단계별 가이드, 모범 사례, 실제 사례 연구, 실습 예제를 통해 LLM이 생소했던 사람도..."
483,챗GPT 일타강사의 직장인 업무 만렙 공략집,이승필,한빛미디어,2025년 03월,21600,9.2,31,https://www.yes24.com/product/goods/143909071,"챗GPT 일타강사의 직장인 업무 만렙 공략집. “챗GPT, 일 잘하는 직장인은 이렇게 쓴다”대기업 출강 압도적 1위! 일타강사가 알려주는챗GPT 완벽 활용법프로 일잘러들만 몰래 쓰던 챗GPT 업무 활용 노하우가 드디어 책으로 공개된다. 120개 기업이 앞다퉈 ..."
484,선생님을 위한 8282 업무 자동화 with AI+파이썬+노코드,"강우혁, 김송희, 서승희, 송석리, 한솔, 정보 더 보기/감추기, 강우혁, 김송희, 서승희, 송석리, 한솔, 한준구, 황수빈",골든래빗,2025년 04월,25200,10.0,6,https://www.yes24.com/product/goods/143533211,"선생님을 위한 8282 업무 자동화 with AI+파이썬+노코드. 나이스도, 한글도, 엑셀도 손쉽게 그리고 순식간에!수업 준비도! 행정 처리도! 혁신적인 업무 자동화를 원한다면72가지 미친 자동화 예제 지금 만나보자!선생님의 업무 부담을 획기적으로 줄여줄 실전..."
485,"UX/UI 디자인 완벽 가이드: UI, 인터랙션, 프로토타이핑 편","조성봉, 이정은",위키북스,2025년 03월,25200,10.0,2,https://www.yes24.com/product/goods/143343835,"UX/UI 디자인 완벽 가이드: UI, 인터랙션, 프로토타이핑 편. 디지털 제품의 성공을 이끄는 UX/UI 디자인의 완벽한 로드맵을 만나보세요!디지털 시대의 필수 역량, UX/UI 디자인의 모든 것을 담았다. 사용자 중심의 UI 설계부터 매력적인 인터랙션 구현..."
